Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,predicted_fraud,fraud_probability
Sep,1,Monday,Saab,Urban,Friday,Sep,5,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,6157,4,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.5710325136050161
May,5,Tuesday,Pontiac,Rural,Friday,Jun,1,Male,Married,66,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6158,9,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.5409662863743849
May,5,Saturday,Pontiac,Urban,Wednesday,Jun,1,Male,Married,64,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6159,13,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.3318261774977326
May,5,Sunday,Toyota,Urban,Monday,May,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6160,6,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.16783732076945967
Apr,4,Tuesday,Honda,Urban,Wednesday,Apr,4,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6161,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.20580434058006214
Apr,4,Thursday,Toyota,Urban,Friday,Apr,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6162,14,400,2,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.3701498258431746
Apr,1,Wednesday,Chevrolet,Urban,Thursday,Apr,2,Male,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6163,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0,0.30829944384179087
Mar,5,Wednesday,Mazda,Urban,Tuesday,Apr,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6164,16,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.24559652708595026
Mar,5,Monday,Chevrolet,Urban,Monday,Apr,2,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6165,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.28329237097144244
Sep,2,Saturday,Honda,Urban,Wednesday,Sep,2,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,6166,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0,0.3228321142469238
Dec,2,Saturday,Mazda,Urban,Thursday,Dec,4,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6167,8,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0,0.14877758324874657
Aug,5,Thursday,Mazda,Urban,Wednesday,Sep,1,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6168,8,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.27155196003213433
Sep,1,Sunday,Honda,Urban,Wednesday,Sep,4,Male,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6169,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0,0.36529500736238285
Sep,1,Friday,Pontiac,Urban,Tuesday,Sep,1,Male,Married,75,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6170,6,700,1,more than 30,more than 30,1,more than 7,over 65,No,No,Internal,none,no change,1 vehicle,1995,Liability,1,0.7398189583798578
Feb,1,Thursday,Pontiac,Urban,Thursday,Feb,1,Female,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6171,10,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.28440082209544615
Jun,4,Thursday,Toyota,Urban,Monday,Jul,3,Male,Married,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,6172,7,500,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1995,Collision,0,0.4991719769446439
Jun,4,Thursday,Pontiac,Urban,Tuesday,Jun,4,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6173,1,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0,0.1538603691499062
Jun,3,Monday,Mazda,Urban,Tuesday,Jun,3,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6174,8,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.2375049235463782
Mar,5,Thursday,Toyota,Urban,Monday,Apr,1,Female,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6175,12,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,0,0.5607016343081375
Mar,5,Tuesday,Toyota,Urban,Monday,Apr,1,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6176,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.2570654244046273
Mar,3,Monday,Mazda,Urban,Tuesday,Mar,4,Female,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6177,5,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.28290514933363864
Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Single,17,Policy Holder,Sport - Collision,Sport,more than 69000,1,6178,13,400,3,more than 30,more than 30,none,3 years,18 to 20,No,No,External,none,no change,1 vehicle,1995,Collision,1,0.8343373914115687
Oct,3,Friday,Toyota,Urban,Friday,Oct,3,Male,Married,58,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6179,13,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.3946999837383013
Apr,2,Wednesday,Honda,Urban,Wednesday,Apr,3,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,0,6180,16,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,1,0.6383651513894126
Mar,2,Thursday,Pontiac,Urban,Thursday,Mar,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6181,3,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0,0.19397801559754768
Mar,1,Wednesday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6182,11,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.18077067121464085
Feb,1,Sunday,Mazda,Urban,Monday,Feb,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6183,1,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.21861018183973324
Sep,1,Tuesday,Toyota,Urban,Wednesday,Sep,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,6184,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0,0.4851379873672217
Sep,1,Tuesday,Honda,Urban,Friday,Sep,2,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,6185,12,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,0,0.5383267768951028
Nov,4,Tuesday,Pontiac,Urban,Thursday,Nov,4,Male,Married,45,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6186,6,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.23101819544878355
Nov,4,Monday,Pontiac,Urban,Monday,Nov,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6187,9,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.09428160922455076
Nov,5,Tuesday,Pontiac,Urban,Tuesday,Nov,5,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6188,16,400,4,more than 30,more than 30,none,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0,0.34973717663986736
Dec,1,Thursday,VW,Urban,Thursday,Dec,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6189,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,Liability,0,0.4182286636273842
Mar,1,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6190,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.12273647307892033
Aug,1,Sunday,Pontiac,Urban,Monday,Aug,2,Male,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6191,12,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.20650908725939898
Aug,2,Monday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,69,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6192,7,400,1,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,3 to 5,no change,3 to 4,1995,Collision,0,0.3800299909632018
Aug,2,Monday,Toyota,Rural,Thursday,Aug,2,Female,Single,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6193,10,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.47511123278141587
Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6194,2,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.1640759398743492
Aug,5,Wednesday,Toyota,Urban,Monday,Sep,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6195,9,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.34418308164092737
Sep,4,Tuesday,Pontiac,Rural,Tuesday,Sep,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6196,3,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability,0,0.5298267575375957
Nov,4,Sunday,Toyota,Urban,Tuesday,Nov,5,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6197,2,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0,0.39007095003673453
Dec,1,Monday,Ford,Urban,Monday,Dec,1,Male,Single,74,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,0,6198,13,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.3591580308915243
Dec,3,Sunday,Mazda,Urban,Tuesday,Dec,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6199,10,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,0,0.15492789103407512
Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6200,9,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,0,0.2027616690312869
Dec,2,Saturday,Pontiac,Urban,Monday,Dec,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6201,15,700,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.3385271888160106
Sep,1,Tuesday,Pontiac,Urban,Thursday,Sep,5,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6202,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.3020795147264873
Dec,2,Thursday,Honda,Urban,Monday,Dec,2,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6203,11,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.11335225399923088
Dec,1,Tuesday,Chevrolet,Urban,Tuesday,Dec,1,Male,Single,49,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6204,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0,0.30931888907800653
Oct,2,Tuesday,Pontiac,Urban,Monday,Oct,3,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6205,4,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.25455350353468165
Oct,2,Wednesday,Pontiac,Urban,Thursday,Oct,3,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6206,11,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0,0.3571544787799934
Sep,2,Friday,Pontiac,Urban,Thursday,Oct,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6207,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.2658096071369409
Sep,1,Tuesday,Accura,Urban,Thursday,Sep,5,Male,Married,28,Policy Holder,Utility - All Perils,Utility,more than 69000,1,6208,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,1,0.8132478626167492
Sep,1,Sunday,Mazda,Urban,Monday,Sep,1,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6209,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0,0.22049282902484735
Aug,3,Tuesday,Pontiac,Urban,Monday,Aug,4,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6210,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,0,0.3058528985652883
Aug,3,Monday,Mazda,Urban,Thursday,Aug,4,Male,Married,70,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6211,9,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability,0,0.4322806642502419
Mar,5,Friday,Toyota,Urban,Monday,Apr,4,Male,Married,30,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6212,14,400,2,none,more than 30,1,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,All Perils,0,0.5906705572617093
Feb,3,Monday,Honda,Urban,Wednesday,Feb,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6213,12,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.11349658268878704
Dec,5,Wednesday,Honda,Urban,Wednesday,Mar,5,Male,Married,45,Third Party,Sedan - Collision,Sedan,more than 69000,0,6214,15,400,4,more than 30,more than 30,none,new,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.44182677922590774
Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,3,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6215,15,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.15813536391242622
Dec,1,Thursday,Chevrolet,Urban,Wednesday,Dec,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6216,13,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.26994335794789537
Nov,5,Tuesday,Toyota,Urban,Wednesday,Dec,4,Male,Married,47,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6217,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,0,0.5066817885859276
Sep,1,Saturday,Toyota,Urban,Monday,Sep,1,Male,Married,60,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6218,16,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.39387145232098886
Jun,4,Friday,Chevrolet,Rural,Friday,Jul,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6219,8,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.27302145359192753
Feb,2,Monday,Toyota,Rural,Wednesday,Feb,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6220,14,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,0,0.3221395059829899
Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6221,15,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.256304990830028
Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6222,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.15296206429636983
Jan,1,Saturday,Honda,Rural,Friday,Mar,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6223,6,500,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability,0,0.5183062716382749
Feb,4,Wednesday,Honda,Urban,Tuesday,May,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6224,14,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,0,0.44379227876653693
Feb,3,Thursday,Pontiac,Urban,Friday,Feb,3,Male,Married,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6225,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0,0.2649744471455574
Mar,4,Tuesday,Mazda,Urban,Tuesday,Mar,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6226,7,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0,0.09868979648911069
Oct,1,Sunday,Pontiac,Urban,Monday,Oct,1,Female,Single,39,Policy Holder,Sedan - Liability,Sport,less than 20000,0,6227,13,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,0,0.4329113884401514
Apr,1,Sunday,Mazda,Urban,Tuesday,Apr,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6228,2,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,0,0.29645914468542045
Jan,4,Tuesday,Toyota,Urban,Thursday,Jan,4,Male,Single,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6229,4,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,0,0.24767909598098625
Jan,4,Saturday,Pontiac,Urban,Monday,Jan,4,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6230,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.15532869365516877
Feb,3,Tuesday,Mazda,Urban,Thursday,Feb,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6231,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.09618366161474856
Apr,2,Monday,Mazda,Urban,Tuesday,Apr,2,Female,Single,30,Third Party,Sedan - Collision,Sedan,less than 20000,0,6232,16,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,0,0.44204573820866855
Oct,3,Friday,Chevrolet,Urban,Friday,Oct,3,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6233,14,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1995,Collision,0,0.3876245504461625
Oct,4,Saturday,Chevrolet,Urban,Monday,Oct,4,Male,Single,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6234,13,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,0,0.33913373670580016
Nov,1,Thursday,Pontiac,Rural,Friday,Nov,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6235,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,0,0.3349920381754471
